Account Number,Account Status,Account Type,Amount,Balance,Branch,Account Number,Channel,City,Closing Date,Country,Credit Score,Currency,Customer Name,Device Type,EMI,Fraud Flag,IFSC Code,Interest Rate,Count of Loan ID,Loan Type,Manager Name,Year,Quarter,Month,Payment Mode,Risk Level,State,Tenure,Year,Quarter,Month,Day,Count of Transaction ID,Transaction Type
508421,Active,SAVINGS,0,,Main Branch,508421,NetBanking,Chennai,11/06/2024,India,720,INR,Sneha Patel,Desktop,12000,Y,SBIN0001234,7.5,1,CarLoan,Mr. Verma,2021,Qtr 3,September,NA,HIGH,KA,120,2024,Qtr 3,September,25,1,Debit
508452,Active,SAVINGS,0,,Main Branch,508452,NetBanking, Bengaluru,0,India,0,INR,  Ramesh Rao,NA,0,Y,HDFC0005678,7.5,1,Home Loan, Ms. Iyer,2020,Qtr 4,November,Card,Medium,TN,0,2020,Qtr 3,July,13,1,Debit
508489,Active,SAVINGS,0,,Main Branch,508489,Branch,Chennai,0,India,720,INR,  Ramesh Rao,Desktop,5000,N,SBIN0001234,7.5,1,Home Loan,Mr. Verma,2022,Qtr 3,August,Card,Medium,MH,0,2018,Qtr 2,May,31,1,Debit
508573,Active,SAVINGS,0,,Main Branch,508573,ATM, Bengaluru,0,India,720,INR,Arun Kumar,NA,0,N,HDFC0005678,0,1,Home Loan, Ms. Iyer,2018,Qtr 4,October,Cash,HIGH,KA,120,2020,Qtr 4,November,2,1,Debit
508680,Active,SAVINGS,0,,Main Branch,508680,NetBanking, Bengaluru,11/06/2024,India,0,INR,NA,Mobile,5000,N,HDFC0005678,0,1,Home Loan,Mr. Verma,2023,Qtr 2,May,NA,Medium,KA,120,2024,Qtr 2,April,5,1,Credit
508757,Active,SAVINGS,0,,Main Branch,508757,Branch,Chennai,0,India,720,INR,Sneha Patel,Desktop,5000,N,HDFC0005678,7.5,1,Personal Loan,Mr. Verma,2019,Qtr 3,September,Card,Low,TN,120,2021,Qtr 1,January,16,1,Debit
508899,Active,SAVINGS,0,,Main Branch,508899,ATM, Bengaluru,0,India,720,INR,  Ramesh Rao,NA,12000,N,HDFC0005678,7.5,1,Home Loan,Mr. Verma,2020,Qtr 1,March,UPI,Medium,MH,60,2020,Qtr 3,September,3,1,Credit
508985,Active,SAVINGS,0,,Main Branch,508985,NetBanking, Bengaluru,11/06/2024,India,720,INR,Arun Kumar,NA,0,Y,SBIN0001234,7.5,1,Home Loan,Mr. Verma,2021,Qtr 3,August,NA,Medium,TN,60,2021,Qtr 4,November,11,1,Credit
509135,Active,SAVINGS,0,,Main Branch,509135,ATM,Chennai,0,India,720,INR,Arun Kumar,Desktop,5000,Y,HDFC0005678,0,1,Home Loan,Mr. Verma,2019,Qtr 1,January,Card,Low,KA,60,2022,Qtr 2,May,8,1,Debit
509247,Active,SAVINGS,0,,Main Branch,509247,NetBanking,Chennai,0,India,0,INR,NA,NA,0,Y,HDFC0005678,7.5,1,Home Loan,Mr. Verma,2018,Qtr 2,April,NA,Medium,MH,120,2022,Qtr 3,August,9,1,Credit
509326,Active,SAVINGS,0,,Main Branch,509326,NetBanking, Bengaluru,11/06/2024,India,0,INR,NA,NA,12000,N,SBIN0001234,7.5,1,CarLoan,Mr. Verma,2022,Qtr 1,February,Cash,HIGH,TN,60,2018,Qtr 1,February,3,1,Credit
509876,Active,SAVINGS,0,,Main Branch,509876,NetBanking, Bengaluru,11/06/2024,India,650,INR,  Ramesh Rao,NA,0,Y,SBIN0001234,7.5,1,Personal Loan,Mr. Verma,2024,Qtr 2,June,NA,Low,KA,120,2018,Qtr 4,November,11,1,Credit
509912,Active,SAVINGS,0,,Main Branch,509912,ATM,Chennai,0,India,0,INR,NA,Mobile,0,N,HDFC0005678,0,1,Home Loan, Ms. Iyer,2018,Qtr 3,August,UPI,HIGH,MH,60,2024,Qtr 2,May,14,1,Debit
510078,Active,SAVINGS,0,,Main Branch,510078,ATM, Bengaluru,0,India,0,INR,Sneha Patel,NA,5000,N,SBIN0001234,7.5,1,Home Loan,Mr. Verma,2024,Qtr 3,July,Cash,HIGH,MH,0,2021,Qtr 4,November,3,1,Debit
510300,Active,SAVINGS,0,,Main Branch,510300,Branch, Bengaluru,0,India,0,INR,Sneha Patel,Mobile,12000,N,HDFC0005678,0,1,CarLoan, Ms. Iyer,2019,Qtr 3,August,Cash,HIGH,KA,120,2020,Qtr 1,February,11,1,Debit
510711,Active,SAVINGS,0,,Main Branch,510711,Branch, Bengaluru,11/06/2024,India,720,INR,NA,Desktop,0,N,SBIN0001234,7.5,1,Home Loan, Ms. Iyer,2022,Qtr 2,April,Card,Low,KA,120,2022,Qtr 2,April,10,1,Debit
511117,Active,SAVINGS,0,,Main Branch,511117,Branch,Chennai,11/06/2024,India,720,INR,Sneha Patel,NA,5000,N,SBIN0001234,7.5,1,Personal Loan,Mr. Verma,2020,Qtr 1,February,NA,HIGH,KA,120,2023,Qtr 4,December,18,1,Debit
511136,Active,SAVINGS,0,,Main Branch,511136,ATM, Bengaluru,11/06/2024,India,0,INR,NA,Mobile,12000,Y,SBIN0001234,7.5,1,Personal Loan,Mr. Verma,2023,Qtr 4,December,NA,HIGH,MH,120,2018,Qtr 3,September,20,1,Credit
511393,Active,SAVINGS,0,,Main Branch,511393,Branch,Chennai,0,India,0,INR,Arun Kumar,Mobile,12000,N,HDFC0005678,0,1,CarLoan, Ms. Iyer,2019,Qtr 3,August,NA,HIGH,MH,120,2020,Qtr 3,July,16,1,Debit
511415,Active,SAVINGS,0,,Main Branch,511415,ATM, Bengaluru,0,India,720,INR,Sneha Patel,NA,0,Y,SBIN0001234,0,1,Home Loan, Ms. Iyer,2021,Qtr 3,July,Card,HIGH,TN,120,2020,Qtr 1,January,11,1,Debit
511541,Active,SAVINGS,0,,Main Branch,511541,ATM, Bengaluru,11/06/2024,India,0,INR,NA,NA,5000,N,HDFC0005678,0,1,Home Loan, Ms. Iyer,2019,Qtr 4,December,UPI,Medium,KA,0,2019,Qtr 4,December,9,1,Credit
511903,Active,SAVINGS,0,,Main Branch,511903,Branch, Bengaluru,11/06/2024,India,0,INR,  Ramesh Rao,NA,0,Y,HDFC0005678,0,1,Personal Loan, Ms. Iyer,2023,Qtr 1,January,NA,Low,MH,120,2020,Qtr 3,August,5,1,Debit
512052,Active,SAVINGS,0,,Main Branch,512052,ATM, Bengaluru,0,India,720,INR,NA,Desktop,0,Y,SBIN0001234,7.5,1,Home Loan, Ms. Iyer,2021,Qtr 4,October,NA,Medium,MH,60,2018,Qtr 4,November,26,1,Debit
512595,Active,SAVINGS,0,,Main Branch,512595,Branch,Chennai,11/06/2024,India,650,INR,NA,NA,12000,Y,SBIN0001234,7.5,1,Personal Loan, Ms. Iyer,2022,Qtr 4,November,NA,Medium,KA,0,2018,Qtr 4,December,27,1,Credit
512743,Active,SAVINGS,0,,Main Branch,512743,NetBanking, Bengaluru,11/06/2024,India,650,INR,NA,Mobile,0,Y,HDFC0005678,7.5,1,Personal Loan,Mr. Verma,2022,Qtr 4,October,NA,HIGH,KA,120,2020,Qtr 1,February,16,1,Credit
512852,Active,SAVINGS,0,,Main Branch,512852,NetBanking, Bengaluru,0,India,0,INR,NA,NA,0,N,SBIN0001234,0,1,Home Loan,Mr. Verma,2018,Qtr 4,December,Card,Low,TN,0,2022,Qtr 3,August,25,1,Debit
513123,Active,SAVINGS,0,,Main Branch,513123,ATM, Bengaluru,0,India,650,INR,Sneha Patel,NA,5000,N,SBIN0001234,7.5,1,CarLoan,Mr. Verma,2022,Qtr 4,November,UPI,Low,TN,120,2021,Qtr 4,December,7,1,Debit
513265,Active,SAVINGS,0,,Main Branch,513265,NetBanking, Bengaluru,11/06/2024,India,0,INR,  Ramesh Rao,NA,0,N,SBIN0001234,7.5,1,Personal Loan,Mr. Verma,2021,Qtr 4,December,UPI,Medium,TN,120,2021,Qtr 3,July,10,1,Credit
513331,Active,SAVINGS,0,,Main Branch,513331,Branch, Bengaluru,0,India,720,INR,NA,Desktop,12000,N,HDFC0005678,7.5,1,CarLoan,Mr. Verma,2024,Qtr 3,September,Card,Low,MH,120,2023,Qtr 4,November,16,1,Debit
513359,Active,SAVINGS,0,,Main Branch,513359,Branch,Chennai,0,India,0,INR,Sneha Patel,Mobile,12000,Y,HDFC0005678,0,1,Home Loan,Mr. Verma,2018,Qtr 4,October,NA,Medium,KA,120,2024,Qtr 2,June,5,1,Credit
513591,Active,SAVINGS,0,,Main Branch,513591,ATM, Bengaluru,11/06/2024,India,0,INR,Arun Kumar,NA,0,N,SBIN0001234,7.5,1,Personal Loan, Ms. Iyer,2019,Qtr 1,March,NA,HIGH,KA,120,2020,Qtr 2,May,30,1,Credit
513610,Active,SAVINGS,0,,Main Branch,513610,Branch,Chennai,11/06/2024,India,0,INR,NA,NA,0,N,HDFC0005678,0,1,Personal Loan,Mr. Verma,2021,Qtr 4,December,Cash,Low,KA,120,2023,Qtr 2,May,20,1,Credit
513639,Active,SAVINGS,0,,Main Branch,513639,ATM,Chennai,11/06/2024,India,0,INR,NA,Mobile,5000,Y,HDFC0005678,0,1,Home Loan,Mr. Verma,2018,Qtr 2,April,Card,Medium,MH,60,2022,Qtr 1,January,26,1,Credit
514675,Active,SAVINGS,0,,Main Branch,514675,ATM,Chennai,11/06/2024,India,0,INR,Sneha Patel,Desktop,5000,N,HDFC0005678,0,1,Home Loan,Mr. Verma,2022,Qtr 1,March,Cash,Medium,TN,120,2021,Qtr 4,November,24,1,Credit
514792,Active,SAVINGS,0,,Main Branch,514792,Branch, Bengaluru,0,India,0,INR,Arun Kumar,Desktop,0,Y,HDFC0005678,7.5,1,Home Loan,Mr. Verma,2019,Qtr 1,January,Cash,HIGH,KA,60,2020,Qtr 3,August,3,1,Debit
514907,Active,SAVINGS,0,,Main Branch,514907,NetBanking,Chennai,11/06/2024,India,0,INR,Sneha Patel,NA,0,N,SBIN0001234,0,1,Home Loan,Mr. Verma,2020,Qtr 3,September,NA,Medium,TN,60,2021,Qtr 4,October,2,1,Debit
515208,Active,SAVINGS,0,,Main Branch,515208,Branch, Bengaluru,11/06/2024,India,720,INR,Sneha Patel,Desktop,0,Y,SBIN0001234,0,1,Home Loan,Mr. Verma,2022,Qtr 2,May,Cash,HIGH,KA,120,2022,Qtr 1,February,26,1,Credit
515441,Active,SAVINGS,0,,Main Branch,515441,ATM,Chennai,11/06/2024,India,0,INR,NA,NA,5000,Y,SBIN0001234,0,1,Home Loan,Mr. Verma,2019,Qtr 1,February,UPI,HIGH,KA,120,2021,Qtr 2,April,13,1,Debit
515548,Active,SAVINGS,0,,Main Branch,515548,NetBanking,Chennai,11/06/2024,India,650,INR,NA,NA,0,Y,HDFC0005678,7.5,1,Personal Loan, Ms. Iyer,2024,Qtr 4,October,NA,Medium,TN,120,2021,Qtr 3,July,25,1,Credit
515655,Active,SAVINGS,0,,Main Branch,515655,ATM, Bengaluru,11/06/2024,India,650,INR,Sneha Patel,NA,0,Y,SBIN0001234,0,1,Home Loan,Mr. Verma,2023,Qtr 1,January,Cash,Low,MH,120,2022,Qtr 2,June,18,1,Debit
515806,Active,SAVINGS,0,,Main Branch,515806,NetBanking, Bengaluru,11/06/2024,India,0,INR,Arun Kumar,Mobile,0,N,SBIN0001234,7.5,1,Home Loan, Ms. Iyer,2018,Qtr 3,July,Cash,HIGH,MH,60,2023,Qtr 2,June,30,1,Credit
515839,Active,SAVINGS,0,,Main Branch,515839,Branch,Chennai,11/06/2024,India,0,INR,NA,NA,0,Y,HDFC0005678,0,1,Personal Loan,Mr. Verma,2023,Qtr 4,November,NA,Medium,TN,60,2021,Qtr 1,March,24,1,Credit
515842,Active,SAVINGS,0,,Main Branch,515842,Branch, Bengaluru,0,India,0,INR,NA,Desktop,12000,Y,SBIN0001234,0,1,CarLoan, Ms. Iyer,2024,Qtr 4,November,NA,HIGH,MH,0,2023,Qtr 4,November,16,1,Credit
515882,Active,SAVINGS,0,,Main Branch,515882,Branch,Chennai,0,India,0,INR,Arun Kumar,NA,12000,N,HDFC0005678,7.5,1,Home Loan,Mr. Verma,2020,Qtr 1,February,UPI,Low,TN,60,2019,Qtr 4,October,16,1,Credit
516367,Active,SAVINGS,0,,Main Branch,516367,ATM, Bengaluru,11/06/2024,India,720,INR,Arun Kumar,NA,5000,N,HDFC0005678,0,1,CarLoan,Mr. Verma,2019,Qtr 4,December,Card,Low,KA,0,2024,Qtr 1,March,16,1,Debit
516377,Active,SAVINGS,0,,Main Branch,516377,ATM,Chennai,0,India,0,INR,Arun Kumar,NA,0,Y,SBIN0001234,7.5,1,CarLoan, Ms. Iyer,2022,Qtr 3,September,NA,Medium,MH,120,2023,Qtr 1,February,27,1,Credit
516439,Active,SAVINGS,0,,Main Branch,516439,NetBanking, Bengaluru,0,India,0,INR,Sneha Patel,NA,0,N,HDFC0005678,0,1,Personal Loan, Ms. Iyer,2018,Qtr 1,February,NA,Medium,MH,120,2024,Qtr 1,January,3,1,Debit
517265,Active,SAVINGS,0,,Main Branch,517265,Branch,Chennai,0,India,0,INR,  Ramesh Rao,Mobile,5000,N,HDFC0005678,7.5,1,CarLoan, Ms. Iyer,2020,Qtr 2,May,Cash,Medium,KA,0,2023,Qtr 4,December,5,1,Debit
517697,Active,SAVINGS,0,,Main Branch,517697,Branch,Chennai,11/06/2024,India,720,INR,Arun Kumar,NA,0,N,HDFC0005678,7.5,1,Personal Loan, Ms. Iyer,2020,Qtr 1,March,NA,Low,MH,120,2022,Qtr 3,July,3,1,Debit
518918,Active,SAVINGS,0,,Main Branch,518918,Branch,Chennai,0,India,650,INR,  Ramesh Rao,Desktop,12000,Y,SBIN0001234,0,1,CarLoan, Ms. Iyer,2020,Qtr 1,February,Card,Low,KA,120,2022,Qtr 2,May,31,1,Credit
518934,Active,SAVINGS,0,,Main Branch,518934,NetBanking,Chennai,11/06/2024,India,650,INR,  Ramesh Rao,NA,5000,N,HDFC0005678,0,1,Personal Loan, Ms. Iyer,2022,Qtr 3,July,UPI,Medium,TN,60,2023,Qtr 3,July,15,1,Debit
519066,Active,SAVINGS,0,,Main Branch,519066,NetBanking,Chennai,0,India,650,INR,  Ramesh Rao,NA,12000,Y,HDFC0005678,0,1,Home Loan, Ms. Iyer,2023,Qtr 4,October,NA,HIGH,MH,60,2021,Qtr 3,August,19,1,Credit
519106,Active,SAVINGS,0,,Main Branch,519106,NetBanking,Chennai,0,India,720,INR,NA,Mobile,0,Y,HDFC0005678,0,1,CarLoan, Ms. Iyer,2023,Qtr 3,August,Cash,Medium,TN,0,2019,Qtr 2,May,6,1,Debit
519136,Active,SAVINGS,0,,Main Branch,519136,Branch,Chennai,11/06/2024,India,0,INR,Arun Kumar,NA,5000,N,HDFC0005678,0,1,CarLoan,Mr. Verma,2018,Qtr 4,November,Cash,HIGH,MH,120,2022,Qtr 1,January,2,1,Debit
519159,Active,SAVINGS,0,,Main Branch,519159,ATM, Bengaluru,11/06/2024,India,720,INR,Sneha Patel,Desktop,0,Y,SBIN0001234,7.5,1,Home Loan,Mr. Verma,2021,Qtr 3,July,Cash,Medium,KA,120,2022,Qtr 4,December,18,1,Debit
519931,Active,SAVINGS,0,,Main Branch,519931,NetBanking, Bengaluru,11/06/2024,India,0,INR,NA,NA,12000,Y,HDFC0005678,7.5,1,Personal Loan,Mr. Verma,2023,Qtr 4,December,UPI,Medium,KA,0,2022,Qtr 4,November,2,1,Debit
520009,Active,SAVINGS,0,,Main Branch,520009,Branch,Chennai,0,India,0,INR,  Ramesh Rao,Mobile,0,Y,SBIN0001234,7.5,1,Personal Loan,Mr. Verma,2019,Qtr 1,February,Cash,HIGH,KA,120,2021,Qtr 2,April,1,1,Debit
520173,Active,SAVINGS,0,,Main Branch,520173,Branch,Chennai,11/06/2024,India,650,INR,NA,NA,0,Y,SBIN0001234,0,1,Personal Loan, Ms. Iyer,2022,Qtr 4,October,Card,Low,MH,60,2018,Qtr 3,September,3,1,Debit
520199,Active,SAVINGS,0,,Main Branch,520199,Branch,Chennai,0,India,0,INR,NA,Desktop,0,N,HDFC0005678,7.5,1,Home Loan,Mr. Verma,2023,Qtr 2,April,NA,Low,KA,0,2024,Qtr 1,January,28,1,Debit
520203,Active,SAVINGS,0,,Main Branch,520203,Branch, Bengaluru,11/06/2024,India,0,INR,  Ramesh Rao,Mobile,12000,N,HDFC0005678,7.5,1,Home Loan,Mr. Verma,2021,Qtr 3,July,Card,Low,TN,0,2020,Qtr 3,September,26,1,Debit
520498,Active,SAVINGS,0,,Main Branch,520498,Branch,Chennai,11/06/2024,India,0,INR,Arun Kumar,NA,12000,N,SBIN0001234,7.5,1,Home Loan, Ms. Iyer,2022,Qtr 2,May,UPI,Low,MH,120,2022,Qtr 4,November,30,1,Credit
520524,Active,SAVINGS,0,,Main Branch,520524,Branch,Chennai,0,India,0,INR,  Ramesh Rao,Mobile,0,N,SBIN0001234,0,1,Home Loan, Ms. Iyer,2021,Qtr 4,November,Cash,Low,TN,0,2022,Qtr 1,February,3,1,Credit
520800,Active,SAVINGS,0,,Main Branch,520800,ATM,Chennai,0,India,0,INR,NA,Desktop,5000,N,SBIN0001234,0,1,Home Loan,Mr. Verma,2021,Qtr 3,July,Card,Medium,TN,0,2020,Qtr 2,April,8,1,Debit
520918,Active,SAVINGS,0,,Main Branch,520918,Branch, Bengaluru,0,India,720,INR,  Ramesh Rao,Desktop,0,Y,SBIN0001234,7.5,1,Home Loan, Ms. Iyer,2019,Qtr 3,September,NA,Low,KA,120,2019,Qtr 2,April,8,1,Debit
520948,Active,SAVINGS,0,,Main Branch,520948,Branch, Bengaluru,11/06/2024,India,650,INR,NA,NA,0,N,HDFC0005678,7.5,1,Home Loan,Mr. Verma,2024,Qtr 1,March,UPI,Low,MH,60,2023,Qtr 4,December,9,1,Debit
521306,Active,SAVINGS,0,,Main Branch,521306,NetBanking, Bengaluru,0,India,650,INR,NA,NA,5000,N,SBIN0001234,0,1,Personal Loan,Mr. Verma,2023,Qtr 1,January,NA,Low,KA,0,2020,Qtr 4,October,4,1,Debit
521868,Active,SAVINGS,0,,Main Branch,521868,NetBanking, Bengaluru,0,India,0,INR,  Ramesh Rao,NA,5000,Y,HDFC0005678,0,1,Home Loan,Mr. Verma,2023,Qtr 4,December,Cash,Low,KA,0,2018,Qtr 1,March,8,1,Debit
521916,Active,SAVINGS,0,,Main Branch,521916,NetBanking,Chennai,0,India,0,INR,Arun Kumar,NA,0,N,SBIN0001234,7.5,1,Home Loan, Ms. Iyer,2018,Qtr 2,May,Card,HIGH,KA,120,2024,Qtr 2,June,22,1,Debit
522049,Active,SAVINGS,0,,Main Branch,522049,NetBanking,Chennai,0,India,720,INR,Arun Kumar,Mobile,0,Y,SBIN0001234,0,1,Home Loan,Mr. Verma,2024,Qtr 1,February,Card,Medium,TN,0,2019,Qtr 2,April,25,1,Debit
522095,Active,SAVINGS,0,,Main Branch,522095,ATM,Chennai,0,India,0,INR,Sneha Patel,NA,12000,Y,SBIN0001234,7.5,1,Home Loan,Mr. Verma,2020,Qtr 4,October,NA,Medium,KA,120,2023,Qtr 3,September,23,1,Credit
522174,Active,SAVINGS,0,,Main Branch,522174,ATM,Chennai,11/06/2024,India,650,INR,NA,Mobile,12000,N,SBIN0001234,7.5,1,Home Loan, Ms. Iyer,2022,Qtr 3,September,Cash,Medium,KA,0,2023,Qtr 3,September,3,1,Debit
522295,Active,SAVINGS,0,,Main Branch,522295,Branch, Bengaluru,0,India,720,INR,  Ramesh Rao,Mobile,0,N,HDFC0005678,0,1,Home Loan,Mr. Verma,2019,Qtr 3,September,NA,Medium,MH,120,2019,Qtr 2,May,8,1,Credit
522674,Active,SAVINGS,0,,Main Branch,522674,ATM,Chennai,11/06/2024,India,0,INR,NA,Mobile,5000,Y,SBIN0001234,7.5,1,CarLoan,Mr. Verma,2024,Qtr 2,June,NA,HIGH,KA,60,2020,Qtr 4,October,12,1,Debit
522681,Active,SAVINGS,0,,Main Branch,522681,Branch, Bengaluru,0,India,650,INR,  Ramesh Rao,NA,5000,Y,SBIN0001234,0,1,Home Loan,Mr. Verma,2019,Qtr 2,June,Cash,HIGH,MH,120,2019,Qtr 2,June,21,1,Debit
522707,Active,SAVINGS,0,,Main Branch,522707,ATM, Bengaluru,11/06/2024,India,720,INR,NA,Desktop,5000,Y,HDFC0005678,7.5,1,Home Loan,Mr. Verma,2024,Qtr 2,June,NA,Low,KA,120,2018,Qtr 2,April,17,1,Debit
522799,Active,SAVINGS,0,,Main Branch,522799,NetBanking,Chennai,0,India,720,INR,Arun Kumar,Desktop,12000,N,HDFC0005678,7.5,1,Home Loan,Mr. Verma,2023,Qtr 1,March,Card,Medium,KA,60,2024,Qtr 2,June,4,1,Debit
522845,Active,SAVINGS,0,,Main Branch,522845,ATM,Chennai,11/06/2024,India,650,INR,Sneha Patel,Desktop,5000,Y,SBIN0001234,7.5,1,Personal Loan,Mr. Verma,2020,Qtr 4,December,Cash,HIGH,TN,120,2024,Qtr 3,July,18,1,Debit
523071,Active,SAVINGS,0,,Main Branch,523071,Branch,Chennai,0,India,720,INR,NA,NA,12000,Y,SBIN0001234,7.5,1,Personal Loan,Mr. Verma,2023,Qtr 2,June,Card,Medium,KA,0,2024,Qtr 1,February,3,1,Debit
523146,Active,SAVINGS,0,,Main Branch,523146,Branch,Chennai,0,India,720,INR,Sneha Patel,Desktop,0,Y,HDFC0005678,0,1,Home Loan,Mr. Verma,2020,Qtr 4,October,UPI,Medium,KA,60,2018,Qtr 1,February,20,1,Debit
523168,Active,SAVINGS,0,,Main Branch,523168,ATM,Chennai,11/06/2024,India,0,INR,NA,Mobile,12000,Y,SBIN0001234,7.5,1,Home Loan,Mr. Verma,2021,Qtr 4,October,Card,Low,KA,0,2022,Qtr 2,May,11,1,Debit
523660,Active,SAVINGS,0,,Main Branch,523660,NetBanking,Chennai,11/06/2024,India,650,INR,NA,NA,5000,N,HDFC0005678,7.5,1,CarLoan, Ms. Iyer,2019,Qtr 3,July,UPI,HIGH,MH,120,2022,Qtr 1,March,15,1,Debit
523668,Active,SAVINGS,0,,Main Branch,523668,NetBanking, Bengaluru,0,India,0,INR,Sneha Patel,NA,0,Y,HDFC0005678,0,1,CarLoan,Mr. Verma,2020,Qtr 3,September,Card,HIGH,MH,60,2021,Qtr 2,June,3,1,Debit
523842,Active,SAVINGS,0,,Main Branch,523842,ATM, Bengaluru,11/06/2024,India,0,INR,Arun Kumar,Mobile,5000,N,HDFC0005678,0,1,Home Loan, Ms. Iyer,2021,Qtr 3,August,Cash,Low,MH,120,2018,Qtr 4,November,29,1,Debit
523875,Active,SAVINGS,0,,Main Branch,523875,Branch,Chennai,11/06/2024,India,0,INR,Arun Kumar,NA,12000,Y,SBIN0001234,7.5,1,Home Loan,Mr. Verma,2021,Qtr 1,February,NA,Low,MH,60,2019,Qtr 1,February,22,1,Debit
524035,Active,SAVINGS,0,,Main Branch,524035,ATM, Bengaluru,11/06/2024,India,0,INR,Arun Kumar,NA,0,N,HDFC0005678,0,1,CarLoan,Mr. Verma,2023,Qtr 3,July,Card,HIGH,TN,60,2022,Qtr 1,March,25,1,Debit
524140,Active,SAVINGS,0,,Main Branch,524140,NetBanking,Chennai,11/06/2024,India,0,INR,  Ramesh Rao,NA,0,Y,SBIN0001234,0,1,Home Loan, Ms. Iyer,2020,Qtr 4,October,NA,HIGH,TN,0,2023,Qtr 2,April,26,1,Credit
524410,Active,SAVINGS,0,,Main Branch,524410,ATM,Chennai,0,India,0,INR,NA,NA,0,Y,SBIN0001234,0,1,Personal Loan,Mr. Verma,2020,Qtr 3,September,UPI,HIGH,TN,120,2018,Qtr 3,August,12,1,Credit
524412,Active,SAVINGS,0,,Main Branch,524412,ATM, Bengaluru,11/06/2024,India,650,INR,Arun Kumar,NA,0,Y,SBIN0001234,0,1,Home Loan,Mr. Verma,2024,Qtr 2,April,NA,HIGH,KA,120,2022,Qtr 4,November,5,1,Debit
524819,Active,SAVINGS,0,,Main Branch,524819,Branch,Chennai,0,India,0,INR,Sneha Patel,Desktop,0,Y,HDFC0005678,7.5,1,Home Loan, Ms. Iyer,2021,Qtr 4,October,Card,Medium,TN,60,2020,Qtr 4,October,25,1,Debit
524865,Active,SAVINGS,0,,Main Branch,524865,ATM, Bengaluru,0,India,720,INR,  Ramesh Rao,Desktop,0,Y,SBIN0001234,0,1,Home Loan, Ms. Iyer,2020,Qtr 2,June,Cash,Low,MH,120,2018,Qtr 1,February,25,1,Credit
524899,Active,SAVINGS,0,,Main Branch,524899,ATM, Bengaluru,11/06/2024,India,720,INR,Sneha Patel,Desktop,0,N,SBIN0001234,7.5,1,Home Loan, Ms. Iyer,2019,Qtr 1,February,NA,HIGH,KA,120,2019,Qtr 2,May,18,1,Credit
524966,Active,SAVINGS,0,,Main Branch,524966,Branch, Bengaluru,0,India,650,INR,  Ramesh Rao,NA,0,N,HDFC0005678,7.5,1,Home Loan,Mr. Verma,2022,Qtr 2,June,NA,HIGH,MH,60,2018,Qtr 4,October,14,1,Debit
525128,Active,SAVINGS,0,,Main Branch,525128,ATM, Bengaluru,0,India,650,INR,  Ramesh Rao,Mobile,5000,Y,HDFC0005678,7.5,1,CarLoan, Ms. Iyer,2024,Qtr 1,March,NA,Low,TN,60,2024,Qtr 1,January,14,1,Debit
525141,Active,SAVINGS,0,,Main Branch,525141,ATM, Bengaluru,0,India,650,INR,  Ramesh Rao,Mobile,12000,N,HDFC0005678,7.5,1,Home Loan, Ms. Iyer,2023,Qtr 3,July,Cash,Low,MH,0,2018,Qtr 3,July,23,1,Debit
525214,Active,SAVINGS,0,,Main Branch,525214,Branch,Chennai,11/06/2024,India,0,INR,NA,NA,0,N,SBIN0001234,0,1,Home Loan,Mr. Verma,2021,Qtr 3,September,Card,Medium,TN,120,2018,Qtr 1,February,3,1,Debit
525267,Active,SAVINGS,0,,Main Branch,525267,NetBanking, Bengaluru,0,India,0,INR,  Ramesh Rao,Desktop,12000,Y,SBIN0001234,0,1,CarLoan,Mr. Verma,2019,Qtr 3,September,Cash,HIGH,MH,120,2022,Qtr 3,August,9,1,Debit
525353,Active,SAVINGS,0,,Main Branch,525353,ATM, Bengaluru,11/06/2024,India,0,INR,NA,Desktop,0,Y,SBIN0001234,7.5,1,Home Loan,Mr. Verma,2024,Qtr 2,April,Cash,HIGH,TN,60,2019,Qtr 3,September,3,1,Debit
525367,Active,SAVINGS,0,,Main Branch,525367,ATM,Chennai,0,India,0,INR,Arun Kumar,Desktop,0,Y,SBIN0001234,7.5,1,Personal Loan,Mr. Verma,2022,Qtr 1,March,Card,HIGH,MH,60,2022,Qtr 1,January,11,1,Debit
525634,Active,SAVINGS,0,,Main Branch,525634,Branch, Bengaluru,11/06/2024,India,0,INR,NA,NA,12000,Y,HDFC0005678,7.5,1,Home Loan,Mr. Verma,2021,Qtr 3,August,Cash,Low,TN,120,2022,Qtr 3,August,18,1,Debit
525675,Active,SAVINGS,0,,Main Branch,525675,NetBanking,Chennai,0,India,720,INR,NA,NA,0,N,SBIN0001234,0,1,Home Loan,Mr. Verma,2023,Qtr 3,August,NA,Low,MH,0,2024,Qtr 3,July,4,1,Debit
525795,Active,SAVINGS,0,,Main Branch,525795,NetBanking, Bengaluru,0,India,0,INR,Arun Kumar,NA,12000,Y,HDFC0005678,0,1,CarLoan, Ms. Iyer,2022,Qtr 1,February,UPI,Low,TN,120,2018,Qtr 4,October,27,1,Debit
525842,Active,SAVINGS,0,,Main Branch,525842,ATM,Chennai,0,India,0,INR,  Ramesh Rao,NA,0,Y,HDFC0005678,0,1,Home Loan, Ms. Iyer,2021,Qtr 3,July,Cash,Medium,MH,60,2022,Qtr 4,November,29,1,Debit
